Nr.,Comment in English,Spam / Ham,Polarity,Likes,Replies
1697.0,"uhm, it's just a really ineffective subway system?",spam,neutral,0,0
1699.0,Why don't you build a better transportation system instead?,spam,neutral,0,0
1700.0,"So people will then have to wait in line on a busy traffic for the next elevator thingie. I don't see how this would alleviate traffic.
 What we need is better and more reliable and clean public transit. There are so many cars out there that are driven by one person clogging the streets. Perhaps we should stop trying to sell so many cars and put more emphasis on the bigger picture that helps the whole instead of the individual.",ham,negative,0,0
1701.0,mselman@pvlearners.net,spam,neutral,0,0
1702.0,"So basically underground/metro? we have such thing in london if there is traffic which there is always in central 
london people use underground and this idea is kind of pointless and will take long.",spam,negative,0,0
1703.0,"the investment and the need are not commensurate ... while the tunnels are dug, the technology will offer a more
 interesting option ... although in general the idea is cool ...  Capital investments and necessity are not commensurate ... while the technology will drop out the tunnels will offer a more interesting option ... although in general the idea is cool .…",spam,neutral,0,0
1704.0,BOOOORRRING!,spam,negative,0,0
1705.0,Sure in year 4000,spam,neutral,0,0
1706.0,imagine the chaos when it breaks down,spam,negative,0,0
1707.0,"I am surprised that besides mentioning the obvious (that this project is absolutely absurd) no one mentioned the fact that in the video 
there is only one car waiting in line to go underground. In Los Angeles traffic jams start at the entrance of freeways, where a traffic light regulates when cars can enter at a 3 sec interval. Now factor in the 'elevator' time and you made traffic worse by a power of 10. Not too smart is it?",ham,negative,0,0
1708.0,Fuckin dumb.,spam,negative,0,0
1709.0,You fuckin idiots this is just the demo...Its not the final version,spam,negative,0,0
1710.0,"Yeah, but what happens when some idiot walks or drives into the big hole each car leaves when it drops into the ground? Also, what happens 
to people that try to drive off the ramp while it's speeding down the tunnel at 124 mph? How will emergency vehicles clear the scene? What about semi-trucks and large public transports like double-deck buses, will they be forced to travel slowly above ground? What about dummies that double park, won't collision detection stop the elevator from dropping due to their overlapping bumper? All this seems so silly. A drive-in subway tunnel seems like a better idea, but then there's the even bigger question for our largest cities... Where will I park when I get there? And where will I store my car when I'm at home? So, this video is a dumb idea, Elon seems smarter than this. A lot better idea would be the transportation tubes from Futurama. Every single building could have an elevator that shoots you underground then transports you directly to any other building in the city. A self-driving computer could easily prevent collisions and route the destination, plus no need to carry an entire vehicle with you everywhere you go. Cars are very cumbersome, a huge waste of space and energy to transport.  We should transport ""people"" not ""vehicles"" HELLO!!!",ham,neutral,0,0
1711.0,It's the car really necessary?,spam,neutral,0,0
1712.0,this will happen but in 200 years,spam,neutral,0,0
1713.0,Rave!,spam,neutral,0,0
1714.0,one car which is transporting another car - waste.,spam,negative,1,1
1715.0,"Tesla claims the future is self driving car, but now shows their future is a car on a flat bed rail car that follows a rail. What a misfire.
 For such a simple and regulated environment as a car only tunnel, it would actually be much easier to make car self drive than on a open road.",spam,neutral,0,0
1716.0,Earthquake.........,spam,neutral,0,0
1717.0,"What happens if it gets stuck in the  tunnel and there is no reception under there? Do i have to live underground forever 
create a dystopian tunnel world where shoelace aglets are the currency",ham,neutral,0,0
1718.0,This will create millions of jobs rescuing people trapped in their car underground.,spam,neutral,0,0
1719.0,Get tf outta here if this actually becomes a thing we are fucking amazing,spam,positive,0,0
1720.0,"1. musk comes up with an idea
2. everyone hates it and find faults/problems
3. musk doesn't give a fk and proceeds with it.
4. musk succeeds. (and trolls lose?)",spam,neutral,0,0
1721.0,Watch me outsmart Mr. Elon Musk in one word: Bicycles.,spam,negative,0,0
1722.0,"Guys sometimes we need to shut up and just let it happen. What did America first think of when automobiles and planes first 
were invented and came out? They all thought it was dangerous and would never replace the horses because it was too expensive and would take a long time to change. But look at us today... If we don't't allow things like this to happen, how will our technology ever evolve?",spam,neutral,422,26
1723.0,"Tunnels, Jerry, Tunnels!It's all well and good until climate change floods them all.",spam,neutral,0,0
1724.0,Minority Report,spam,neutral,0,0
1725.0,In a world of automation why are people still honking and why is traffic still bad?  :|,spam,neutral,0,0
1726.0,"Musk, Artificial Intelligence, Facebook, Alpahbet... name it..are big big BS. They all just on highway to the next ""dot com"" BURST.
Aren't investors blind again ?",spam,neutral,0,0
1727.0,"Bullshit! Then why the car? Isn't it easier to put the car into the Parking lot and go down to the subway?
 Let the better thought of such Parking so as not to clog the streets, endless cars.",ham,negative,1,1
1728.0,"Meanwhile, in the suburbs...",spam,neutral,0,0
1729.0,"So boring.
The people in those tunnels must be bored.
The workers are boring.",spam,negative,0,0
1730.0,"This is cool, but it's nowhere as efficient as mass transit. I can already imagine street traffic being backed up
 from cars lining up to use it.",ham,neutral,0,0
1731.0,Looks like we'll need Tom Cruise in Minority Report to fix all our problems,spam,neutral,0,0
1732.0,Autozug type is just a niche.,spam,neutral,0,0
1733.0,this would only work in a world without humans,spam,negative,0,0
1734.0,Amazing Technology,spam,positive,0,0
1735.0,But...why?,spam,neutral,0,0
1736.0,there's just this big open space beneath cities?,spam,neutral,0,0
1737.0,"This is not a revolutionary idea.  It's just flashy marketing.  The reason tunnels aren't everywhere is that they're incredibly expensive,
 take a long time to build, and are a lot more complicated to engineer than he would like you to think.",spam,negative,0,0
1738.0,"So why buy a $120k car? And now what will we wait in traffic jams to get on one of these silly elevators?
 Seems way more cost efficient to just build double decker highways in congested areas where the top level would only be for express lanes with exits every 5-10 miles instead",ham,neutral,0,0
1739.0,we'll be dead before any of this can come close. (:,spam,negative,0,0
1740.0,what if...,spam,neutral,0,0
1741.0,so useless,spam,negative,0,0
1742.0,"Elon Musk, now we only need the creature called a 'Horta' of Janus VI",spam,neutral,0,0
1743.0,Completly useless,spam,negative,0,0
1744.0,And thus everyone in the comment section turned into a construction managers.,spam,neutral,2469,18
1745.0,"probably 90% of Corporate jobs are capable of being able to be done from home. push companies to do this and congestion
 goes down big time. novel idea right. but then again there's no money to be made with this concept.",spam,neutral,0,0
1746.0,"Sorry. Non sense. Digging these tunnels would cost a fortune and collide with the existing infrastructure
 (water, telephone, electricity, sewers, U-bahn...) I would take decades to build it (if even getting the allowance) and cost billions.",spam,negative,1,1
1747.0,SUPER-!!!!!!!!!!!!!!!!!!!!!!,spam,positive,0,0
1748.0,This is so boring     Badum tisssss,spam,negative,0,0
1749.0,It's just seems too expensive. The money could have been used for better cause.,spam,neutral,0,0
1750.0,"If not only Tesla's are allowed in there, just imagine a ln old beat up Chevy s10 at 124 mph next
 to multimillion dollar infrastructure.",spam,neutral,0,0
1751.0,yeah good luck building those tunnels,spam,neutral,0,0
1752.0,Evolution,spam,neutral,0,0
1753.0,"this is just a promotion  for 
new Tesla...",spam,neutral,0,0
1754.0,we can't even afford to build subways.,spam,neutral,0,0
1755.0,Use the tunnel boring technology to build underground metros,spam,neutral,0,0
1756.0,What about the line for trying to go underground?,ham,neutral,0,0
1757.0,"A big obstacle to this is that with interconnected, fully autonomous vehicles, traffic on the surface streets (in the autonomous lanes) will move at 100+ MPH with no accidents and vehicles just inches from each other. This will reduce traffic jams to mere memories. Those improvements are on the horizon and require almost no infrastructure spending when compared to those in this fantasy video.",ham,negative,0,0
1758.0,"cool, but useless.",spam,neutral,0,0
1759.0,This such a futuristic idea! but I predict the lines for the lifts to be tremendous.,ham,neutral,0,0
